// ItemIndex	Sub Index	Sub Group	Group	Index	Model Path	Model File	Name	Rank	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Combat Power	Attack Success Rate	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump (Ném được ra ngoài)	Use (S�? dụng)	Transaction	Personal Store	Store Warehouse	Sell to NPC	Expensive Item	Repair	Overlap
4128	32	16	8	32	"Data\Item\"	"HDK_ArmorMale04.bmd"	"Áo Hồng Long"	8	3	17	3	0	147	3	0	2	3	0	0	0	86	0	0	95	0	0	0	0	145	60	0	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4129	33	16	8	33	"Data\Item\"	"HDK_ArmorMale05.bmd"	"Áo Thái Dương"	8	3	17	3	0	147	3	0	2	3	0	0	0	64	0	0	82	0	0	0	0	62	16	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4130	34	16	8	34	"Data\Item\"	"CW_ArmorMale01.bmd"	"Áo Hắc Điểu"	5	3	17	1	0	75	3	0	2	3	0	0	0	42	0	0	72	0	0	0	0	160	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4131	35	16	8	35	"Data\Item\"	"CW_ArmorMale02.bmd"	"Áo Ánh Trăng"	5	3	17	1	0	75	3	0	2	3	0	0	0	27	0	0	54	0	0	0	0	53	12	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4132	36	16	8	36	"Data\Item\"	"CW_ArmorMale03.bmd"	"Áo N�? Thần"	5	3	17	1	0	75	3	0	2	3	0	0	0	36	0	0	59	0	0	0	0	50	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4133	37	16	8	37	"Data\Item\"	"CW_ArmorMale04.bmd"	"Áo Hỏa Thần"	5	3	17	1	0	105	3	0	2	3	0	0	0	52	0	0	81	0	0	0	0	155	50	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4134	38	16	8	38	"Data\Item\"	"CW_ArmorMale05.bmd"	"Áo Hoàng Kim"	6	3	17	1	0	105	3	0	2	3	0	0	0	47	0	0	74	0	0	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4135	39	16	8	39	"Data\Item\"	"ArmorMale40.bmd"	"Áo Thuật Sĩ"	4	3	17	1	0	34	3	0	2	2	0	0	0	22	0	0	36	0	0	0	0	39	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4136	40	16	8	40	"Data\Item\"	"ArmorMale41.bmd"	"Áo Hỏa Thiên"	5	3	17	1	0	56	3	0	2	2	0	0	0	28	0	0	42	0	0	0	0	35	8	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4137	41	16	8	41	"Data\Item\"	"ArmorMale42.bmd"	"Áo Ma Pháp"	6	3	17	1	0	75	3	0	2	2	0	0	0	35	0	0	54	0	0	0	0	52	16	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4138	42	16	8	42	"Data\Item\"	"ArmorMale43.bmd"	"Áo Phục Ma"	7	3	17	1	0	91	3	0	2	2	0	0	0	45	0	0	67	0	0	0	0	60	20	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4139	43	16	8	43	"Data\Item\"	"ArmorMale44.bmd"	"Áo Bão Điện"	8	3	17	3	0	122	3	0	2	2	0	0	0	56	0	0	75	0	0	0	0	57	19	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4140	44	16	8	44	"Data\Item\"	"ArmorMale45.bmd"	"Áo N�? Vương"	9	3	17	2	0	131	3	0	2	2	0	0	0	49	0	0	86	0	0	0	0	62	20	170	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4141	45	16	8	45	"Data\Item\"	"ArmorMale46.bmd"	"Áo Titan"	9	3	17	2	0	132	3	0	2	3	0	0	0	81	0	0	86	0	0	0	0	222	32	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4142	46	16	8	46	"Data\Item\"	"ArmorMale47.bmd"	"Áo Hoàng Long"	9	3	17	2	0	128	3	0	2	3	0	0	0	62	0	0	86	0	0	0	0	74	162	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4143	47	16	8	47	"Data\Item\"	"ArmorMale48.bmd"	"Áo Bóng Ma"	9	3	17	2	0	131	3	0	2	3	0	0	0	80	0	0	86	0	0	0	0	212	57	0	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4144	48	16	8	48	"Data\Item\"	"ArmorMale49.bmd"	"Áo Hủy Diệt"	9	3	17	2	0	125	3	0	2	3	0	0	0	66	0	0	86	0	0	0	0	62	19	165	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4145	49	16	8	49	"Data\Item\"	"ArmorMale50.bmd"	"Áo Thiên Vũ"	9	3	17	2	0	129	3	0	2	2	0	0	0	60	0	0	86	0	0	0	0	55	197	0	0	0	380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4146	50	16	8	50	"Data\Item\"	"ArmorMale51.bmd"	"Áo Anh Vũ"	9	3	17	2	0	122	3	0	2	2	0	0	0	52	0	0	86	0	0	0	0	32	29	138	0	0	380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4147	51	16	8	51	"Data\Item\"	"ArmorMale52.bmd"	"Áo Đ�? Vương"	9	3	17	2	0	132	3	0	2	3	0	0	0	58	0	0	86	0	0	0	0	105	38	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4148	52	16	8	52	"Data\Item\"	"ArmorMale53.bmd"	"Áo Qu�? Vương"	9	3	17	2	0	129	3	0	2	3	0	0	0	50	0	0	86	0	0	0	0	60	15	181	0	0	380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4149	53	16	8	53	"Data\Item\"	"ArmorMail_succubus.bmd"	"Áo Chiêm Tinh"	9	3	17	2	0	148	3	0	2	2	0	0	0	58	0	0	90	0	0	0	0	56	19	157	0	0	400	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4155	59	16	8	59	"Data\Item\"	"ArmorMale60.bmd"	"Áo Địa Long"	5	3	17	1	0	66	3	0	2	3	0	0	0	43	0	0	52	0	0	0	0	85	0	0	75	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4156	60	16	8	60	"Data\Item\"	"ArmorMale61.bmd"	"Áo Bạch H�?"	6	3	17	1	0	82	3	0	2	3	0	0	0	51	0	0	68	0	0	0	0	100	0	0	90	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4157	61	16	8	61	"Data\Item\"	"ArmorMale62.bmd"	"Áo Quyền Lực"	7	3	17	1	0	101	3	0	2	3	0	0	0	59	0	0	82	0	0	0	0	115	0	0	100	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4158	62	16	8	62	"Data\Item\"	"new_Armor01.bmd"	"Áo Trâu Xanh - HK"	0	3	17	4	0	28	3	0	2	2	0	0	0	21	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4159	63	16	8	63	"Data\Item\"	"new_Armor02.bmd"	"Áo Lụa - HK"	0	3	17	4	0	20	3	0	2	2	0	0	0	14	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4160	64	16	8	64	"Data\Item\"	"new_Armor03.bmd"	"Áo Nhân Sư - HK"	0	3	17	4	0	38	3	0	2	3	0	0	0	19	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4161	65	16	8	65	"Data\Item\"	"new_Armor04.bmd"	"Áo Thuật Sĩ - HK"	0	3	17	4	0	34	3	0	2	2	0	0	0	26	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4162	66	16	8	66	"Data\Item\"	"new_Armor05.bmd"	"Áo Huyền Thiết - HK"	0	3	17	4	0	78	3	0	2	3	0	0	0	39	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4163	67	16	8	67	"Data\Item\"	"new_Armor06.bmd"	"Ảo Hỏa Long - HK"	0	3	17	4	0	59	3	0	2	3	0	0	0	42	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4164	68	16	8	68	"Data\Item\"	"new_Armor07.bmd"	"Áo Kim Ngân - HK"	0	3	17	4	0	57	3	0	2	2	0	0	0	29	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4165	69	16	8	69	"Data\Item\"	"new_Armor08.bmd"	"Áo Ma Thuật - HK"	0	3	17	4	0	56	3	0	2	2	0	0	0	24	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4166	70	16	8	70	"Data\Item\"	"new_Armor09.bmd"	"Áo Hỏa Thiên - HK"	0	3	17	4	0	56	3	0	2	2	0	0	0	31	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4167	71	16	8	71	"Data\Item\"	"new_Armor10.bmd"	"Áo Atlantic - HK"	0	3	17	4	0	80	3	0	2	3	0	0	0	47	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4168	72	16	8	72	"Data\Item\"	"new_Armor11.bmd"	"Áo Bạch H�? - HK"	0	3	17	4	0	82	3	0	2	3	0	0	0	43	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4169	73	16	8	73	"Data\Item\"	"ArmorMale74.bmd"	"Áo Bạch Long"	8	3	17	3	0	143	3	0	2	3	0	0	0	78	0	0	88	0	0	0	0	97	0	0	85	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4173	77	16	8	77	"Data\Item\"	"ArmorMale78.bmd"	"Áo Huyết Long"	9	3	17	3	0	143	3	0	2	3	0	0	0	78	0	0	88	0	0	0	0	97	0	0	85	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4608	0	18	9	0	"Data\Item\"	"PantMale01.bmd"	"Quần Đồng"	1	3	18	1	0	15	4	0	2	2	0	0	0	10	0	0	34	0	0	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4609	1	18	9	1	"Data\Item\"	"PantMale02.bmd"	"Quần Hỏa Long"	4	3	18	1	0	55	4	0	2	2	0	0	0	26	0	0	68	0	0	0	0	120	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4610	2	18	9	2	"Data\Item\"	"PantMale03.bmd"	"Quần Vải Thô"	1	3	18	1	0	8	4	0	2	2	0	0	0	5	0	0	28	0	0	0	0	30	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4611	3	18	9	3	"Data\Item\"	"PantMale04.bmd"	"Quần Ma Thuật"	4	3	18	1	0	53	4	0	2	2	0	0	0	20	0	0	42	0	0	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4612	4	18	9	4	"Data\Item\"	"PantMale05.bmd"	"Quần Xương"	2	3	18	1	0	20	4	0	2	2	0	0	0	10	0	0	30	0	0	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4613	5	18	9	5	"Data\Item\"	"PantMale06.bmd"	"Quần Da"	1	3	18	1	0	8	4	0	2	2	0	0	0	7	0	0	30	0	0	0	0	80	0	0	0	0	0	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4614	6	18	9	6	"Data\Item\"	"PantMale07.bmd"	"Quần Trâu Xanh"	2	3	18	1	0	25	4	0	2	2	0	0	0	14	0	0	40	0	0	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4615	7	18	9	7	"Data\Item\"	"PantMale08.bmd"	"Quần Nhân Sư"	3	3	18	1	0	34	4	0	2	2	0	0	0	15	0	0	36	0	0	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4616	8	18	9	8	"Data\Item\"	"PantMale09.bmd"	"Quần Thiên Kim"	3	3	18	1	0	35	4	0	2	2	0	0	0	18	0	0	44	0	0	0	0	100	30	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4617	9	18	9	9	"Data\Item\"	"PantMale10.bmd"	"Quần Thiết Phiến"	4	3	18	1	0	45	4	0	2	2	0	0	0	22	0	0	50	0	0	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4618	10	18	9	10	"Data\Item\"	"PantElf01.bmd"	"Quần Trinh N�?"	1	3	18	1	0	8	4	0	2	2	0	0	0	6	0	0	22	0	0	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4619	11	18	9	11	"Data\Item\"	"PantElf02.bmd"	"Quần Lụa"	1	3	18	1	0	18	4	0	2	2	0	0	0	10	0	0	26	0	0	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4620	12	18	9	12	"Data\Item\"	"PantElf03.bmd"	"Quần Thiên Thanh"	2	3	18	1	0	30	4	0	2	2	0	0	0	14	0	0	32	0	0	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4621	13	18	9	13	"Data\Item\"	"PantElf04.bmd"	"Quần Ngọc Bích"	3	3	18	1	0	42	4	0	2	2	0	0	0	18	0	0	38	0	0	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4622	14	18	9	14	"Data\Item\"	"PantElf05.bmd"	"Quần Kim Ngân"	4	3	18	1	0	54	4	0	2	2	0	0	0	25	0	0	45	0	0	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4623	15	18	9	15	"Data\Item\"	"PantMale16.bmd"	"Quần Phong Vũ"	4	3	18	1	0	74	4	0	2	2	0	0	0	34	0	0	80	0	0	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4624	16	18	9	16	"Data\Item\"	"PantMale17.bmd"	"Quần Hắc Long"	5	3	18	1	0	84	4	0	2	2	0	0	0	40	0	0	74	0	0	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4625	17	18	9	17	"Data\Item\"	"PantMale18.bmd"	"Quần Phượng Hoàng"	6	3	18	1	0	96	4	0	2	2	0	0	0	54	0	0	80	0	0	0	0	207	63	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4626	18	18	9	18	"Data\Item\"	"t_PantMale19.bmd"	"Quần Triệu Hồn"	6	3	18	1	0	86	4	0	2	2	0	0	0	30	0	0	67	0	0	0	0	59	20	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4627	19	18	9	19	"Data\Item\"	"PantMaleTest20.bmd"	"Quần Giai Nhân"	6	3	18	1	0	88	4	0	2	2	0	0	0	39	0	0	74	0	0	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4628	20	18	9	20	"Data\Item\"	"PantMale21.bmd"	"Quần Lôi Phong"	6	3	18	1	0	99	4	0	2	2	0	0	0	49	0	0	82	0	0	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4629	21	18	9	21	"Data\Item\"	"PantMale22.bmd"	"Quần Thần Long"	7	3	18	1	0	113	4	0	2	2	0	0	0	65	0	0	86	0	0	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4630	22	18	9	22	"Data\Item\"	"PantMale23.bmd"	"Quần Ma Vương"	7	3	18	1	0	117	4	0	2	2	0	0	0	39	0	0	75	0	0	0	0	55	18	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4631	23	18	9	23	"Data\Item\"	"PantMale24.bmd"	"Quần Cuồng Phong"	7	3	18	1	0	122	4	0	2	2	0	0	0	61	0	0	90	0	0	0	0	162	66	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4632	24	18	9	24	"Data\Item\"	"PantMale25.bmd"	"Quần Thánh N�?"	7	3	18	1	0	100	4	0	2	2	0	0	0	48	0	0	80	0	0	0	0	52	115	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4633	25	18	9	25	"Data\Item\"	"PantMale26.bmd"	"Quần Thiết Ma"	3	3	18	1	0	50	4	0	2	2	0	0	0	21	0	0	42	0	0	0	0	70	20	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4634	26	18	9	26	"Data\Item\"	"PantMale27.bmd"	"Quần Huyền Thiết"	4	3	18	1	0	70	4	0	2	2	0	0	0	26	0	0	56	0	0	0	0	77	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4635	27	18	9	27	"Data\Item\"	"PantMale28.bmd"	"Quần Hắc Vương"	5	3	18	1	0	92	4	0	2	2	0	0	0	31	0	0	70	0	0	0	0	84	22	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4636	28	18	9	28	"Data\Item\"	"PantMale29.bmd"	"Quần Chí Tôn"	7	3	18	1	0	110	4	0	2	2	0	0	0	39	0	0	78	0	0	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4637	29	18	9	29	"Data\Item\"	"HDK_PantMale01.bmd"	"Quần Quyền Năng"	8	3	18	3	0	134	4	0	2	2	0	0	0	78	0	0	90	0	0	0	0	170	60	0	0	0	380	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4638	30	18	9	30	"Data\Item\"	"HDK_PantMale02.bmd"	"Quần Thần Ma"	8	3	18	3	0	135	4	0	2	2	0	0	0	55	0	0	86	0	0	0	0	44	15	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4639	31	18	9	31	"Data\Item\"	"HDK_PantMale03.bmd"	"Quần Thái Bình"	8	3	18	3	0	135	4	0	2	2	0	0	0	61	0	0	86	0	0	0	0	38	80	0	0	0	380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4640	32	18	9	32	"Data\Item\"	"HDK_PantMale04.bmd"	"Quần Hồng Long"	8	3	18	3	0	135	4	0	2	2	0	0	0	74	0	0	95	0	0	0	0	145	60	0	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4641	33	18	9	33	"Data\Item\"	"HDK_PantMale05.bmd"	"Quần Thái Dương"	8	3	18	3	0	140	4	0	2	2	0	0	0	52	0	0	82	0	0	0	0	62	16	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4642	34	18	9	34	"Data\Item\"	"CW_PantMale01.bmd"	"Quần Hắc Điểu"	5	3	18	1	0	69	4	0	2	2	0	0	0	33	0	0	72	0	0	0	0	160	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4643	35	18	9	35	"Data\Item\"	"CW_PantMale02.bmd"	"Quần Ánh Trăng"	5	3	18	1	0	69	4	0	2	2	0	0	0	25	0	0	54	0	0	0	0	53	12	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4644	36	18	9	36	"Data\Item\"	"CW_PantMale03.bmd"	"Quần N�? Thần"	5	3	18	1	0	69	4	0	2	2	0	0	0	32	0	0	59	0	0	0	0	50	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4645	37	18	9	37	"Data\Item\"	"CW_PantMale04.bmd"	"Quần Hỏa Thần"	5	3	18	1	0	101	4	0	2	2	0	0	0	41	0	0	81	0	0	0	0	155	50	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4646	38	18	9	38	"Data\Item\"	"CW_PantMale05.bmd"	"Quần Hoàng Kim"	6	3	18	1	0	101	4	0	2	2	0	0	0	35	0	0	74	0	0	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4647	39	18	9	39	"Data\Item\"	"PantMale40.bmd"	"Quần Thuật Sĩ"	4	3	18	1	0	30	4	0	2	2	0	0	0	16	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4648	40	18	9	40	"Data\Item\"	"PantMale41.bmd"	"Quần Hỏa Thiên"	5	3	18	1	0	53	4	0	2	2	0	0	0	22	0	0	42	0	0	0	0	35	7	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4649	41	18	9	41	"Data\Item\"	"PantMale42.bmd"	"Quần Ma Pháp"	6	3	18	1	0	72	4	0	2	2	0	0	0	28	0	0	54	0	0	0	0	49	16	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4650	42	18	9	42	"Data\Item\"	"PantMale43.bmd"	"Quần Phục Ma"	7	3	18	1	0	86	4	0	2	2	0	0	0	37	0	0	67	0	0	0	0	60	20	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4651	43	18	9	43	"Data\Item\"	"PantMale44.bmd"	"Quần Bão Điện"	8	3	18	3	0	117	4	0	2	2	0	0	0	49	0	0	75	0	0	0	0	57	19	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4652	44	18	9	44	"Data\Item\"	"PantMale45.bmd"	"Quần N�? Vương"	9	3	18	2	0	122	4	0	2	2	0	0	0	41	0	0	86	0	0	0	0	62	20	170	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4653	45	18	9	45	"Data\Item\"	"PantMale46.bmd"	"Quần Titan"	9	3	18	2	0	116	4	0	2	2	0	0	0	74	0	0	86	0	0	0	0	222	32	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4654	46	18	9	46	"Data\Item\"	"PantMale47.bmd"	"Quần Hoàng Long"	9	3	18	2	0	112	4	0	2	2	0	0	0	58	0	0	86	0	0	0	0	74	162	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4655	47	18	9	47	"Data\Item\"	"PantMale48.bmd"	"Quần Bóng Ma"	9	3	18	2	0	115	4	0	2	2	0	0	0	66	0	0	86	0	0	0	0	212	57	0	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4656	48	18	9	48	"Data\Item\"	"PantMale49.bmd"	"Quần Hủy Diệt"	9	3	18	2	0	113	4	0	2	2	0	0	0	51	0	0	86	0	0	0	0	62	19	165	0	0	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4657	49	18	9	49	"Data\Item\"	"PantMale50.bmd"	"Quần Thiên Vũ"	9	3	18	2	0	116	4	0	2	2	0	0	0	53	0	0	86	0	0	0	0	55	197	0	0	0	380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
4658	50	18	9	50	"Data\Item\"	"PantMale51.bmd"	"Quần Anh Vũ"	9	3	18	2	0	109	4	0	2	2	0	0	0	46	0	0	86	0	0	0	0	32	29	138	0	0	380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
